STATION,STATION_NAME,DATE,HPCP
COOP:317069,RALEIGH AIRPORT NC US,19610510 16:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610510 18:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610510 19:00,0.19
COOP:317069,RALEIGH AIRPORT NC US,19610510 20:00,0.26
COOP:317069,RALEIGH AIRPORT NC US,19610510 21:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610510 22:00,0.16
COOP:317069,RALEIGH AIRPORT NC US,19610510 23:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19610511 00:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19610511 01:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610511 02:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610511 03:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610511 04:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610511 05:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19610511 06:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610511 07:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610511 15:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610512 22:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610513 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610513 06:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610521 02:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610522 23:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610523 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610523 01:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610523 02:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610523 03:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610523 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610526 17:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19610526 18:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19610526 19:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19610526 20:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610526 21:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610526 22:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610526 23:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610527 00:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610601 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19610603 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610604 01:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610606 21:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610608 20:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610608 21:00,0.22
COOP:317069,RALEIGH AIRPORT NC US,19610608 22:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19610609 15:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610609 18:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610614 22:00,0.36
COOP:317069,RALEIGH AIRPORT NC US,19610614 23:00,0.09
COOP:317069,RALEIGH AIRPORT NC US,19610615 13:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610615 17:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610615 18:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610615 19:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610615 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610615 21:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610615 22:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610615 23:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610616 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610616 02:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610616 03:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610616 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610616 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610620 23:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610621 00:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610621 02:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610621 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610621 09:00,0.33
COOP:317069,RALEIGH AIRPORT NC US,19610621 10:00,0.22
COOP:317069,RALEIGH AIRPORT NC US,19610621 11:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19610621 12:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610621 13:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610621 16:00,0.37
COOP:317069,RALEIGH AIRPORT NC US,19610621 19:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610621 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610622 02:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610622 03:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610622 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610625 07:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610625 08:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610625 09:00,0.45
COOP:317069,RALEIGH AIRPORT NC US,19610625 10:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19610625 11:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19610625 12:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610626 08:00,0.38
COOP:317069,RALEIGH AIRPORT NC US,19610626 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610626 15:00,0.14
COOP:317069,RALEIGH AIRPORT NC US,19610626 16:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610627 00:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610627 01:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610627 07:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610627 08:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610627 09:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19610627 10:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610627 12:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610627 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610701 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19610703 15:00,0.60
COOP:317069,RALEIGH AIRPORT NC US,19610703 16:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610706 17:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610706 18:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610706 19:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610706 20:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610706 21:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610706 22:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610706 23:00,0.18
COOP:317069,RALEIGH AIRPORT NC US,19610707 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610707 15:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610707 16:00,0.09
COOP:317069,RALEIGH AIRPORT NC US,19610707 18:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610707 21:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610707 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610707 23:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610708 19:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610712 12:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19610712 19:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610713 02:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19610713 03:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610713 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610715 20:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610715 21:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610715 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610716 21:00,0.38
COOP:317069,RALEIGH AIRPORT NC US,19610718 21:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610720 18:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610720 19:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610721 15:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610721 16:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610721 17:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610724 20:00,0.48
COOP:317069,RALEIGH AIRPORT NC US,19610724 21:00,0.19
COOP:317069,RALEIGH AIRPORT NC US,19610724 22:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610726 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610727 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610727 05:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19610801 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19610804 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610804 04:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610804 05:00,0.28
COOP:317069,RALEIGH AIRPORT NC US,19610804 06:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610804 07:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610804 12:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610804 13:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19610804 14:00,0.38
COOP:317069,RALEIGH AIRPORT NC US,19610804 15:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19610804 16:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610804 22:00,0.26
COOP:317069,RALEIGH AIRPORT NC US,19610804 23:00,0.14
COOP:317069,RALEIGH AIRPORT NC US,19610805 00:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610805 05:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610806 22:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610806 23:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610807 15:00,0.30
COOP:317069,RALEIGH AIRPORT NC US,19610807 16:00,0.22
COOP:317069,RALEIGH AIRPORT NC US,19610810 17:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610820 01:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610820 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610820 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610820 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610820 07:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610820 08:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19610820 09:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19610820 10:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19610820 11:00,0.23
COOP:317069,RALEIGH AIRPORT NC US,19610820 12:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19610820 19:00,0.90
COOP:317069,RALEIGH AIRPORT NC US,19610820 20:00,0.20
COOP:317069,RALEIGH AIRPORT NC US,19610820 21:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610820 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610820 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610821 02:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610821 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610821 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610823 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610823 04:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610823 05:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610824 18:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19610825 08:00,0.17
COOP:317069,RALEIGH AIRPORT NC US,19610825 14:00,0.55
COOP:317069,RALEIGH AIRPORT NC US,19610825 15:00,0.14
COOP:317069,RALEIGH AIRPORT NC US,19610825 16:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610825 17:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19610825 22:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610825 23:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19610826 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610826 02:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610826 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610826 08:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610826 15:00,0.47
COOP:317069,RALEIGH AIRPORT NC US,19610826 16:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19610826 17:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19610829 14:00,0.52
COOP:317069,RALEIGH AIRPORT NC US,19610901 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19610902 15:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19610902 16:00,0.55
COOP:317069,RALEIGH AIRPORT NC US,19610914 17:00,0.36
COOP:317069,RALEIGH AIRPORT NC US,19610918 17:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19610918 18:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19610918 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610918 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610919 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610919 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19610920 14:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19611001 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19611001 17:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611001 18:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19611001 19:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611001 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611001 22:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611001 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611002 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611003 14:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611003 15:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19611003 16:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611003 20:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611003 21:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611014 18:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611014 19:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611020 04:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611020 05:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19611020 06:00,0.11
COOP:317069,RALEIGH AIRPORT NC US,19611021 03:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611021 04:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611021 05:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19611021 06:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19611101 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19611103 12:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611108 08:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611108 09:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611112 09:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19611112 10:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611112 11:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19611112 12:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611112 13:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611112 14:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611112 15:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611114 19:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611114 20:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611119 13:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611119 14:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19611119 15:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611119 16:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611119 17:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19611119 18:00,0.09
COOP:317069,RALEIGH AIRPORT NC US,19611119 20:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611119 21:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611119 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611123 17:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611123 18:00,0.54
COOP:317069,RALEIGH AIRPORT NC US,19611123 19:00,0.33
COOP:317069,RALEIGH AIRPORT NC US,19611123 20:00,0.25
COOP:317069,RALEIGH AIRPORT NC US,19611123 21:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611124 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611127 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611127 15:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611201 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19611206 06:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611206 10:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611210 08:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611210 10:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611210 11:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611210 13:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611210 14:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611210 15:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611210 16:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611210 17:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611210 18:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611210 19:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611210 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 01:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 02:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 04:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611211 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 07:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611211 08:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611211 09:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611211 10:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 11:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611211 12:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611211 13:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611211 14:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611211 15:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611211 16:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611211 17:00,0.23
COOP:317069,RALEIGH AIRPORT NC US,19611211 18:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19611211 19:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19611211 20:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19611211 21:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 02:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 03:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 04:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 05:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 07:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 08:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 09:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19611212 10:00,0.17
COOP:317069,RALEIGH AIRPORT NC US,19611212 11:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611212 12:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611212 13:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611212 14:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 15:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 16:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 18:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 19:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611212 22:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611212 23:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611213 00:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611216 20:00,0.09
COOP:317069,RALEIGH AIRPORT NC US,19611216 21:00,0.11
COOP:317069,RALEIGH AIRPORT NC US,19611216 22:00,0.11
COOP:317069,RALEIGH AIRPORT NC US,19611216 23:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611217 00:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611217 01:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611217 02:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611217 03:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611217 04:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611217 05:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19611217 09:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611217 17:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611217 18:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611217 19:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611217 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611217 21:00,0.18
COOP:317069,RALEIGH AIRPORT NC US,19611217 22:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611217 23:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611218 00:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19611218 01:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19611218 04:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611218 06:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611218 07:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611218 08:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611218 09:00,0.44
COOP:317069,RALEIGH AIRPORT NC US,19611218 10:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611223 10:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611223 11:00,0.21
COOP:317069,RALEIGH AIRPORT NC US,19611223 12:00,0.20
COOP:317069,RALEIGH AIRPORT NC US,19611223 13:00,0.12
COOP:317069,RALEIGH AIRPORT NC US,19611223 14:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611223 15:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19611223 16:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611223 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611228 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19611228 01:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19611228 02:00,0.03
COOP:317069,RALEIGH AIRPORT NC US,19611228 03:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19611228 04:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19611228 05:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19620101 01:00,0.00
COOP:317069,RALEIGH AIRPORT NC US,19620101 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620101 06:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19620101 07:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19620101 08:00,0.21
COOP:317069,RALEIGH AIRPORT NC US,19620101 09:00,0.14
COOP:317069,RALEIGH AIRPORT NC US,19620101 10:00,0.10
COOP:317069,RALEIGH AIRPORT NC US,19620101 11:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19620101 12:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19620101 13:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19620101 16:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19620101 17:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620101 18:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19620101 19:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620101 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620101 22:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620102 00:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620106 03:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19620106 04:00,0.17
COOP:317069,RALEIGH AIRPORT NC US,19620106 05:00,0.23
COOP:317069,RALEIGH AIRPORT NC US,19620106 06:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19620106 07:00,0.36
COOP:317069,RALEIGH AIRPORT NC US,19620106 08:00,0.58
COOP:317069,RALEIGH AIRPORT NC US,19620106 09:00,0.27
COOP:317069,RALEIGH AIRPORT NC US,19620106 10:00,0.15
COOP:317069,RALEIGH AIRPORT NC US,19620106 11:00,0.13
COOP:317069,RALEIGH AIRPORT NC US,19620106 13:00,0.42
COOP:317069,RALEIGH AIRPORT NC US,19620106 14:00,0.05
COOP:317069,RALEIGH AIRPORT NC US,19620106 16:00,0.08
COOP:317069,RALEIGH AIRPORT NC US,19620106 17:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620106 18:00,0.14
COOP:317069,RALEIGH AIRPORT NC US,19620106 19:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620106 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620110 04:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620110 05:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19620110 06:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19620110 07:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620110 08:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19620110 09:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620110 10:00,0.06
COOP:317069,RALEIGH AIRPORT NC US,19620110 11:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620110 12:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19620115 12:00,0.19
COOP:317069,RALEIGH AIRPORT NC US,19620115 13:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19620119 04:00,0.04
COOP:317069,RALEIGH AIRPORT NC US,19620119 05:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 06:00,0.07
COOP:317069,RALEIGH AIRPORT NC US,19620119 07:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19620119 08:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 09:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 16:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 17:00,0.02
COOP:317069,RALEIGH AIRPORT NC US,19620119 19:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 20:00,0.01
COOP:317069,RALEIGH AIRPORT NC US,19620119 21:00,0.02
